review_id,clinic_id,clinic_name,state,region,dog_breed,cat_breed,fish_breed,bird_breed,treatment_cost,wait_time,recommended,,,,,,,,,,
880,C-1932107,Dolgencorp Pet and Animal Emerging Clinic,LA,South,,,,,85,20,1,,,,,,,,,,
881,C-2858310,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,,,,148,25,0,,,,,,,,,,
882,C-4761042,Heckman Healthcare Service & Supplies Pet and Animal Emerging Clinic,CA,West,,Scottish Fold,,,160,21,0,,,,,,,,,,
883,C-9528941,Cobalt Laboratories Pet and Animal Emerging Clinic,NC,West,Bulldog,,,,106,10,1,,,,,,,,,,
884,C-1220473,Coastal Welding Supply Pet and Animal Emerging Clinic,NV,Northeast,Bulldog,,,,161,23,0,,,,,,,,,,
885,C-8273749,Valu Merchandisers Pet and Animal Emerging Clinic,OK,Midwest,,,,,120,20,0,,,,,,,,,,
886,C-1300637,Airgas-West Pet and Animal Emerging Clinic,CO,West,,Persian,,,103,23,0,,,,,,,,,,
887,C-5476343,Dolgencorp Pet and Animal Emerging Clinic,VA,West,,,,,146,28,0,,,,,,,,,,
888,C-0237977,CVS Pharmacy Pet and Animal Emerging Clinic,MD,Northeast,,American Bobtail,,,92,19,1,,,,,,,,,,
889,C-2927333,Cardinal Pet and Animal Emerging Clinic,CA,West,,Sphynx,Cory Catfish,Dove,159,28,0,,,,,,,,,,
890,C-4161281,PD-Rx Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,,Persian,,,96,26,1,,,,,,,,,,
891,C-5970748,Prime Enterprises Pet and Animal Emerging Clinic,CO,West,Boxer,,,,211,32,0,,,,,,,,,,
892,C-7650240,Boca Pharmacal Pet and Animal Emerging Clinic,TX,South,Labrador Retriever,,Betta Fish,Lovebird,114,14,1,,,,,,,,,,
893,C-1484172,Topco Associates Pet and Animal Emerging Clinic,NM,Northeast,Boxer,Siamese,,,117,25,0,,,,,,,,,,
894,C-6941229,Walgreens,IA,West,German Shepherd,,,,167,27,0,,,,,,,,,,
895,C-7258806,Mylan Institutional Pet and Animal Emerging Clinic,CA,West,,American Shorthair,,,128,16,1,,,,,,,,,,
896,C-6692908,Pharmacia and Upjohn Pet and Animal Emerging Clinic,OK,Midwest,Beagle,,,,123,12,1,,,,,,,,,,
897,C-9744420,Taro Pharmaceuticals U.S.A. Pet and Animal Emerging Clinic,NE,West,Labrador Retriever,,,,175,20,0,,,,,,,,,,
898,C-8350481,DSHealthcare,MA,South,Yorkshire Terrier,,,,79,21,1,,,,,,,,,,
899,C-0677076,CVS Pharmacy Pet and Animal Emerging Clinic,NJ,Northeast,,,,,110,16,1,,,,,,,,,,
900,C-5657240,Pfizer Laboratories Div Pfizer Pet and Animal Emerging Clinic,NJ,Northeast,,Scottish Fold,,,117,22,0,,,,,,,,,,
901,C-8471630,The Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,MI,Northeast,Yorkshire Terrier,,,,82,22,1,,,,,,,,,,
902,C-2171304,NCS HealthCare of KY Inc dba Vangard Pet and Animal Emerging Clinic,VA,West,Bulldog,Scottish Fold,,,72,4,1,,,,,,,,,,
903,C-7680367,Access Business Group Pet and Animal Emerging Clinic,ID,West,,,,,99,22,1,,,,,,,,,,
904,C-8185040,L Perrigo Pet and Animal Emerging Clinic,DC,Northeast,,American Shorthair,,,84,23,1,,,,,,,,,,
905,C-7173048,Empack,CO,West,German Shepherd,,,,151,16,1,,,,,,,,,,
906,C-4460888,Pharmacia and Upjohn Pet and Animal Emerging Clinic,MD,Northeast,,,,,130,19,1,,,,,,,,,,
907,C-3982906,WOCKHARDT Pet and Animal Emerging Clinic,VA,West,,American Bobtail,,,82,17,1,,,,,,,,,,
908,C-6796356,Solco healthcare U.S. Pet and Animal Emerging Clinic,NY,Northeast,,,,,106,15,1,,,,,,,,,,
909,C-2227409,Delon Laboratories (1990) Pet and Animal Emerging Clinic,MS,West,,,,,148,27,0,,,,,,,,,,
910,C-9268257,Amerisource Pet and Animal Emerging Clinic,CT,Northeast,,,,,70,24,1,,,,,,,,,,
911,C-9629736,U.S. Pet and Animal Emerging Clinic,PA,West,Golden Retriever,,,,103,23,0,,,,,,,,,,
912,C-5601285,SJ Creations Pet and Animal Emerging Clinic,NJ,Northeast,German Shepherd,,,,140,28,0,,,,,,,,,,
913,C-4023413,Fresenius Kabi USA Pet and Animal Emerging Clinic,IN,West,Golden Retriever,,,,112,24,0,,,,,,,,,,
914,C-7363300,Allergy Laboratories Pet and Animal Emerging Clinic,CA,West,,,,,161,16,1,,,,,,,,,,
915,C-5814177,Mechanical Servants Pet and Animal Emerging Clinic,DC,Northeast,Golden Retriever,,,,58,17,1,,,,,,,,,,
916,C-7186775,Kmart Pet and Animal Emerging Clinic,DC,Northeast,Beagle,,,,160,21,0,,,,,,,,,,
917,C-7355717,American Health Pet and Animal Emerging Clinic,FL,South,Yorkshire Terrier,,,,129,16,1,,,,,,,,,,
918,C-4668812,Physicians Total Care Pet and Animal Emerging Clinic,TN,South,Boxer,,,,92,17,1,,,,,,,,,,
919,C-1375667,Whisk Products Pet and Animal Emerging Clinic,OK,Midwest,,,,,89,19,1,,,,,,,,,,
920,C-0190273,Alaven Pharmaceutical Pet and Animal Emerging Clinic,FL,South,,,,,108,25,0,,,,,,,,,,
921,C-3829341,Walgreens,CA,West,German Shepherd,American Bobtail,,,144,29,0,,,,,,,,,,
922,C-7183156,Conopco Inc. d/b/a Pet and Animal Emerging Clinic,OR,South,Labrador Retriever,American Bobtail,,,105,26,0,,,,,,,,,,
923,C-3213706,Physicians Total Care Pet and Animal Emerging Clinic,OR,South,Bulldog,,Angelfish,African Gray Parrot,115,20,0,,,,,,,,,,
924,C-6914919,McKesson Packaging Serivces a business unit of McKesson Pet and Animal Emerging Clinic,TX,South,,,Betta Fish,Lovebird,141,21,0,,,,,,,,,,
925,C-8336775,RITE AID Pet and Animal Emerging Clinic,NY,Northeast,Yorkshire Terrier,Sphynx,,,111,21,0,,,,,,,,,,
926,C-5438026,SHISEIDO AMERICA Pet and Animal Emerging Clinic,WV,South,Bulldog,,,,128,22,0,,,,,,,,,,
927,C-5714113,Agbanga Karite LLC / EveryDay Shea / Alaffia Sustainable Skin Pet and Animal Emerging Clinic,IA,West,,American Bobtail,,,146,25,0,,,,,,,,,,
928,C-4093014,Greenstone Pet and Animal Emerging Clinic,VA,West,,,,,105,27,0,,,,,,,,,,
929,C-4801579,Energique Pet and Animal Emerging Clinic,TX,South,,,,,107,15,1,,,,,,,,,,
930,C-6388141,Meditrend Inc. DBA Progena Professional Pet and Animal Emerging Clinic,TX,South,,,,,126,28,0,,,,,,,,,,
931,C-0272807,St Marys Medical Park Pet and Animal Emerging Clinic,CA,West,,,,,127,18,1,,,,,,,,,,
932,C-2860760,Physicians Total Care Pet and Animal Emerging Clinic,OH,Northeast,Yorkshire Terrier,,,,134,26,0,,,,,,,,,,
933,C-7129435,LG Household and Healthcare Pet and Animal Emerging Clinic,FL,South,Bulldog,,,,120,24,0,,,,,,,,,,
934,C-0360448,REMEDYREPACK Pet and Animal Emerging Clinic,IN,West,,Siamese,,,93,29,1,,,,,,,,,,
935,C-3337444,Barr Laboratories Pet and Animal Emerging Clinic,IL,West,Bulldog,,,,104,19,1,,,,,,,,,,
936,C-4225828,Nelco Laboratories Pet and Animal Emerging Clinic,RI,Northeast,Boxer,,,,131,22,0,,,,,,,,,,
937,C-5741001,AvKARE Pet and Animal Emerging Clinic,KS,South,Bulldog,,,,139,26,0,,,,,,,,,,
938,C-6575705,Vivier Pharma Pet and Animal Emerging Clinic,AK,#N/A,,,,,100,13,1,,,,,,,,,,
939,C-6026626,Mycone Dental Supply Co. Inc DBA Keystone Industries and Deepak Products Pet and Animal Emerging Clinic,FL,South,German Shepherd,Sphynx,,,139,24,0,,,,,,,,,,
940,C-4936699,Alvogen Pet and Animal Emerging Clinic,OK,Midwest,,American Shorthair,,,141,22,0,,,,,,,,,,
941,C-6864956,Ningbo Meiduo General Products Co. Pet and Animal Emerging Clinic,FL,South,Boxer,Siamese,,,175,21,0,,,,,,,,,,
942,C-4080038,Lake Erie Medical DBA Quality Care Products Pet and Animal Emerging Clinic,AZ,West,Labrador Retriever,,Angelfish,Dove,111,18,1,,,,,,,,,,
943,C-6902175,SESVALIA USA Pet and Animal Emerging Clinic,AZ,West,Boxer,,,,144,27,0,,,,,,,,,,
944,C-0303641,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,,,,,99,25,1,,,,,,,,,,
945,C-7094024,Jubilant HollisterStier Pet and Animal Emerging Clinic,NC,West,,,,,169,18,1,,,,,,,,,,
946,C-9070137,Laboratoires Clarins Pet and Animal Emerging Clinic,NV,Northeast,Labrador Retriever,Scottish Fold,,,92,22,1,,,,,,,,,,
947,C-8822018,MAKEUP ART Pet and Animal Emerging Clinic,CA,West,Yorkshire Terrier,,,,79,17,1,,,,,,,,,,
948,C-5030646,Physicians Total Care Pet and Animal Emerging Clinic,NY,Northeast,Yorkshire Terrier,American Bobtail,Guppy,Parrotlet,79,23,1,,,,,,,,,,
949,C-0905807,West-ward Pharmaceutical Pet and Animal Emerging Clinic,GA,South,Beagle,,,,169,23,0,,,,,,,,,,
950,C-2118723,Markwins Beauty Products Pet and Animal Emerging Clinic,WI,South,Labrador Retriever,,,,134,13,1,,,,,,,,,,
951,C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,,,,,27,26,1,,,,,,,,,,
952,C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,,Maine Coone,,,118,25,0,,,,,,,,,,
953,C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,Golden Retriever,,,,130,18,1,,,,,,,,,,
954,C-4646107,STAT Rx USA Pet and Animal Emerging Clinic,NY,Northeast,,,,,149,15,1,,,,,,,,,,
955,C-0009958,Colgate Oral Pharmaceuticals Pet and Animal Emerging Clinic,OK,Midwest,Golden Retriever,,,,106,22,0,,,,,,,,,,
956,C-2961266,B. Braun Medical Pet and Animal Emerging Clinic,FL,South,,American Bobtail,,,64,28,1,,,,,,,,,,
957,C-5284095,Sandoz Pet and Animal Emerging Clinic,AZ,West,,,,,138,24,0,,,,,,,,,,
958,C-4266841,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Bulldog,,Goldfish,Finch,118,22,0,,,,,,,,,,
959,C-4563046,AAA Pharmaceutical Pet and Animal Emerging Clinic,IL,West,Labrador Retriever,,,,153,28,0,,,,,,,,,,
960,C-3060634,Cargo Cosmetics Pet and Animal Emerging Clinic,CA,West,Bulldog,Siamese,Guppy,Parrotlet,125,16,1,,,,,,,,,,
961,C-1765085,Sandoz Pet and Animal Emerging Clinic,FL,South,German Shepherd,American Shorthair,,,72,20,1,,,,,,,,,,
962,C-8640799,Bliss World Pet and Animal Emerging Clinic,OH,Northeast,Yorkshire Terrier,Siamese,,,122,21,0,,,,,,,,,,
963,C-8522107,Apotex Pet and Animal Emerging Clinic,VA,West,,,Cory Catfish,Dove,85,21,1,,,,,,,,,,
964,C-0258802,Amneal Pharmaceuticals of New York Pet and Animal Emerging Clinic,IN,West,,,,,72,19,1,,,,,,,,,,
965,C-1184498,Reckitt Benckiser Pet and Animal Emerging Clinic,WV,South,,,,,89,21,1,,,,,,,,,,
966,C-5679975,Kareway Product Pet and Animal Emerging Clinic,WI,South,German Shepherd,Sphynx,,,134,19,1,,,,,,,,,,
967,C-7407663,Mylan Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,Beagle,Scottish Fold,,,149,18,1,,,,,,,,,,
968,C-3261951,ALK-Abello Pet and Animal Emerging Clinic,CA,West,Boxer,,,,136,19,1,,,,,,,,,,
969,C-6963787,U.S. Pet and Animal Emerging Clinic,CA,West,Boxer,,,,137,16,1,,,,,,,,,,
970,C-2207742,Natural Health Pet and Animal Emerging Clinic,MA,South,Yorkshire Terrier,Scottish Fold,,,136,24,0,,,,,,,,,,
971,C-5248067,Physicians Total Care Pet and Animal Emerging Clinic,TX,South,Yorkshire Terrier,,Betta Fish,Dove,174,24,0,,,,,,,,,,
972,C-4274952,Physicians Total Care Pet and Animal Emerging Clinic,MN,South,German Shepherd,,,,71,29,1,,,,,,,,,,
973,C-2706989,Washington Homeopathic Pet and Animal Emerging Clinic,OH,Northeast,Golden Retriever,,,,127,22,0,,,,,,,,,,
974,C-8890710,Novartis Consumer Health Pet and Animal Emerging Clinic,TX,South,Boxer,,,,112,18,1,,,,,,,,,,
975,C-1180448,HOMEOLAB USA Pet and Animal Emerging Clinic,IA,West,Yorkshire Terrier,,,,75,17,1,,,,,,,,,,
976,C-2606141,Genzyme Pet and Animal Emerging Clinic,OR,South,,Persian,Guppy,Dove,125,26,0,,,,,,,,,,
977,C-8021177,Western Family Foods Pet and Animal Emerging Clinic,MN,South,,,,,97,16,1,,,,,,,,,,
978,C-9661319,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,DC,Northeast,Yorkshire Terrier,Maine Coone,,,50,22,1,,,,,,,,,,
979,C-1932107,Dolgencorp Pet and Animal Emerging Clinic,LA,South,,Persian,,,103,26,0,,,,,,,,,,
980,C-2858310,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,,,,,128,25,0,,,,,,,,,,
981,C-4761042,Heckman Healthcare Service & Supplies Pet and Animal Emerging Clinic,CA,West,Golden Retriever,,,,147,33,0,,,,,,,,,,
982,C-9528941,Cobalt Laboratories Pet and Animal Emerging Clinic,NC,West,,Persian,,,98,25,1,,,,,,,,,,
983,C-1220473,Coastal Welding Supply Pet and Animal Emerging Clinic,NV,Northeast,,,Angelfish,African Gray Parrot,101,17,1,,,,,,,,,,
984,C-8273749,Valu Merchandisers Pet and Animal Emerging Clinic,OK,Midwest,,,,,142,14,1,,,,,,,,,,
985,C-1300637,Airgas-West Pet and Animal Emerging Clinic,CO,West,Beagle,,Betta Fish,African Gray Parrot,131,22,0,,,,,,,,,,
986,C-5476343,Dolgencorp Pet and Animal Emerging Clinic,VA,West,Golden Retriever,Scottish Fold,,,95,26,1,,,,,,,,,,
987,C-0237977,CVS Pharmacy Pet and Animal Emerging Clinic,MD,Northeast,,,,,110,18,1,,,,,,,,,,
988,C-2927333,Cardinal Pet and Animal Emerging Clinic,CA,West,Golden Retriever,,,,81,22,1,,,,,,,,,,
989,C-4161281,PD-Rx Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,Golden Retriever,,,,166,22,0,,,,,,,,,,
990,C-5970748,Prime Enterprises Pet and Animal Emerging Clinic,CO,West,,,,,153,18,1,,,,,,,,,,
991,C-6010707,American Health Pet and Animal Emerging Clinic,OH,Northeast,Bulldog,Scottish Fold,,,72,12,1,,,,,,,,,,
992,C-1360965,Wyeth Pharmaceuticals Inc. a subsidiary of Pfizer Pet and Animal Emerging Clinic,MI,Northeast,,,,,194,11,1,,,,,,,,,,
993,C-4819400,Natural Health Pet and Animal Emerging Clinic,UT,South,,Persian,,,106,18,1,,,,,,,,,,
994,C-4199468,NATURE REPUBLIC CO. Pet and Animal Emerging Clinic,CA,West,,Persian,,,163,12,1,,,,,,,,,,
995,C-8442765,TARGET,FL,South,German Shepherd,,,,113,16,1,,,,,,,,,,
996,C-9216284,PD-Rx Pharmaceuticals Pet and Animal Emerging Clinic,GA,South,Labrador Retriever,,,,138,26,0,,,,,,,,,,
997,C-9757188,Mylan Pharmaceuticals Pet and Animal Emerging Clinic,CA,West,Bulldog,,Guppy,African Gray Parrot,95,27,1,,,,,,,,,,
998,C-6713678,CENTRIX PHARMACEUTICAL Pet and Animal Emerging Clinic,VA,West,Boxer,Maine Coone,,,149,29,0,,,,,,,,,,
999,C-1174636,Hawthorn Pharmaceuticals Pet and Animal Emerging Clinic,NV,Northeast,,Sphynx,,,107,22,0,,,,,,,,,,
1000,C-6269132,Merz Pharmaceuticals Pet and Animal Emerging Clinic,WV,South,,,,,99,25,1clinic_id,clinic_name,state,region,dog_breed,cat_breed,fish_breed,bird_breed,treatment_cost,wait_time,recommended
1001,C-7650240,Boca Pharmacal Pet and Animal Emerging Clinic,TX,South,German Shepherd,,,,138,21,0,,,,,,,,,,
1002,C-1484172,Topco Associates Pet and Animal Emerging Clinic,NM,Northeast,,,,,122,33,0,,,,,,,,,,
1003,C-6941229,Walgreens,IA,West,German Shepherd,,,,144,26,0,,,,,,,,,,
1004,C-7258806,Mylan Institutional Pet and Animal Emerging Clinic,CA,West,,Siamese,,,130,25,0,,,,,,,,,,
1005,C-6692908,Pharmacia and Upjohn Pet and Animal Emerging Clinic,OK,Midwest,Boxer,,,,105,13,1,,,,,,,,,,
1006,C-9744420,Taro Pharmaceuticals U.S.A. Pet and Animal Emerging Clinic,NE,West,,,,,99,29,1,,,,,,,,,,
1007,C-8350481,DSHealthcare,MA,South,,,,,144,9,1,,,,,,,,,,
1008,C-0677076,CVS Pharmacy Pet and Animal Emerging Clinic,NJ,Northeast,Labrador Retriever,Sphynx,,,108,18,1,,,,,,,,,,
1009,C-5657240,Pfizer Laboratories Div Pfizer Pet and Animal Emerging Clinic,NJ,Northeast,Labrador Retriever,,,,120,21,0,,,,,,,,,,
1010,C-8471630,The Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,MI,Northeast,,,,,39,26,1,,,,,,,,,,
1011,C-2171304,NCS HealthCare of KY Inc dba Vangard Pet and Animal Emerging Clinic,VA,West,Labrador Retriever,,,,115,20,1,,,,,,,,,,
1012,C-7680367,Access Business Group Pet and Animal Emerging Clinic,ID,West,,Maine Coone,,,112,23,0,,,,,,,,,,
1013,C-8185040,L Perrigo Pet and Animal Emerging Clinic,DC,Northeast,Bulldog,,,,112,17,1,,,,,,,,,,
1014,C-7173048,Empack,CO,West,Beagle,,,,137,20,1,,,,,,,,,,
1015,C-4460888,Pharmacia and Upjohn Pet and Animal Emerging Clinic,MD,Northeast,Boxer,,,,108,22,0,,,,,,,,,,
1016,C-3982906,WOCKHARDT Pet and Animal Emerging Clinic,VA,West,Yorkshire Terrier,,,,128,17,1,,,,,,,,,,
1017,C-6796356,Solco healthcare U.S. Pet and Animal Emerging Clinic,NY,Northeast,Golden Retriever,,,,157,23,0,,,,,,,,,,
1018,C-2227409,Delon Laboratories (1990) Pet and Animal Emerging Clinic,MS,West,German Shepherd,,,,151,23,0,,,,,,,,,,
1019,C-9268257,Amerisource Pet and Animal Emerging Clinic,CT,Northeast,Yorkshire Terrier,Scottish Fold,,,118,33,0,,,,,,,,,,
1020,C-9629736,U.S. Pet and Animal Emerging Clinic,PA,West,Beagle,,,,115,16,1,,,,,,,,,,
1021,C-5601285,SJ Creations Pet and Animal Emerging Clinic,NJ,Northeast,,,Betta Fish,Parrotlet,111,17,1,,,,,,,,,,
1022,C-4023413,Fresenius Kabi USA Pet and Animal Emerging Clinic,IN,West,Yorkshire Terrier,,,,141,24,0,,,,,,,,,,
1023,C-7363300,Allergy Laboratories Pet and Animal Emerging Clinic,CA,West,,,,,176,20,1,,,,,,,,,,
1024,C-5814177,Mechanical Servants Pet and Animal Emerging Clinic,DC,Northeast,,,,,150,17,1,,,,,,,,,,
1025,C-7186775,Kmart Pet and Animal Emerging Clinic,DC,Northeast,Boxer,Scottish Fold,Goldfish,Parrotlet,97,17,1,,,,,,,,,,
1026,C-7355717,American Health Pet and Animal Emerging Clinic,FL,South,German Shepherd,,,,108,27,0,,,,,,,,,,
1027,C-4668812,Physicians Total Care Pet and Animal Emerging Clinic,TN,South,,American Shorthair,,,59,24,1,,,,,,,,,,
1028,C-1375667,Whisk Products Pet and Animal Emerging Clinic,OK,Midwest,,Scottish Fold,,,133,10,1,,,,,,,,,,
1029,C-0190273,Alaven Pharmaceutical Pet and Animal Emerging Clinic,FL,South,Labrador Retriever,Scottish Fold,,,194,21,0,,,,,,,,,,
1030,C-3829341,Walgreens,CA,West,,Siamese,Cory Catfish,Lovebird,96,19,1,,,,,,,,,,
1031,C-7183156,Conopco Inc. d/b/a Pet and Animal Emerging Clinic,OR,South,,,,,112,18,1,,,,,,,,,,
1032,C-3213706,Physicians Total Care Pet and Animal Emerging Clinic,OR,South,Golden Retriever,,,,156,23,0,,,,,,,,,,
1033,C-6914919,McKesson Packaging Serivces a business unit of McKesson Pet and Animal Emerging Clinic,TX,South,Bulldog,,,,149,19,1,,,,,,,,,,
1034,C-8336775,RITE AID Pet and Animal Emerging Clinic,NY,Northeast,Beagle,,,,115,16,1,,,,,,,,,,
1035,C-5438026,SHISEIDO AMERICA Pet and Animal Emerging Clinic,WV,South,,,,,145,19,1,,,,,,,,,,
1036,C-5714113,Agbanga Karite LLC / EveryDay Shea / Alaffia Sustainable Skin Pet and Animal Emerging Clinic,IA,West,Labrador Retriever,,,,138,33,0,,,,,,,,,,
1037,C-4093014,Greenstone Pet and Animal Emerging Clinic,VA,West,Bulldog,,,,84,14,1,,,,,,,,,,
1038,C-4801579,Energique Pet and Animal Emerging Clinic,TX,South,Yorkshire Terrier,,,,123,26,0,,,,,,,,,,
1039,C-6388141,Meditrend Inc. DBA Progena Professional Pet and Animal Emerging Clinic,TX,South,,,Goldfish,Finch,79,19,1,,,,,,,,,,
1040,C-0272807,St Marys Medical Park Pet and Animal Emerging Clinic,CA,West,Beagle,,,,134,20,1,,,,,,,,,,
1041,C-2860760,Physicians Total Care Pet and Animal Emerging Clinic,OH,Northeast,,,,,128,19,1,,,,,,,,,,
1042,C-7129435,LG Household and Healthcare Pet and Animal Emerging Clinic,FL,South,,,,,113,25,0,,,,,,,,,,
1043,C-0360448,REMEDYREPACK Pet and Animal Emerging Clinic,IN,West,German Shepherd,,,,122,18,1,,,,,,,,,,
1044,C-3337444,Barr Laboratories Pet and Animal Emerging Clinic,IL,West,,,,,160,18,1,,,,,,,,,,
1045,C-4225828,Nelco Laboratories Pet and Animal Emerging Clinic,RI,Northeast,,Maine Coone,,,146,21,0,,,,,,,,,,
1046,C-5741001,AvKARE Pet and Animal Emerging Clinic,KS,South,Bulldog,,,,118,14,1,,,,,,,,,,
1047,C-6575705,Vivier Pharma Pet and Animal Emerging Clinic,AK,#N/A,Bulldog,American Shorthair,,,156,14,1,,,,,,,,,,
1048,C-6026626,Mycone Dental Supply Co. Inc DBA Keystone Industries and Deepak Products Pet and Animal Emerging Clinic,FL,South,,,,,156,18,1,,,,,,,,,,
1049,C-4936699,Alvogen Pet and Animal Emerging Clinic,OK,Midwest,,,,,132,30,0,,,,,,,,,,
1050,C-6864956,Ningbo Meiduo General Products Co. Pet and Animal Emerging Clinic,FL,South,Beagle,American Shorthair,,,88,15,1,,,,,,,,,,
1051,C-4080038,Lake Erie Medical DBA Quality Care Products Pet and Animal Emerging Clinic,AZ,West,Beagle,,,,113,32,0,,,,,,,,,,
1052,C-6902175,SESVALIA USA Pet and Animal Emerging Clinic,AZ,West,Bulldog,,,,107,30,0,,,,,,,,,,
1053,C-0303641,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,Golden Retriever,American Shorthair,,,144,28,0,,,,,,,,,,
1054,C-7094024,Jubilant HollisterStier Pet and Animal Emerging Clinic,NC,West,,,,,127,15,1,,,,,,,,,,
1055,C-9070137,Laboratoires Clarins Pet and Animal Emerging Clinic,NV,Northeast,,,,,102,13,1,,,,,,,,,,
1056,C-8822018,MAKEUP ART Pet and Animal Emerging Clinic,CA,West,Golden Retriever,Maine Coone,,,131,13,1,,,,,,,,,,
1057,C-5030646,Physicians Total Care Pet and Animal Emerging Clinic,NY,Northeast,German Shepherd,American Bobtail,,,146,14,1,,,,,,,,,,
1058,C-0905807,West-ward Pharmaceutical Pet and Animal Emerging Clinic,GA,South,German Shepherd,Persian,,,124,17,1,,,,,,,,,,
1059,C-2118723,Markwins Beauty Products Pet and Animal Emerging Clinic,WI,South,Boxer,,,,138,23,0,,,,,,,,,,
1060,C-5117804,NASH-FINCH Pet and Animal Emerging Clinic,IL,West,,,,,167,17,1,,,,,,,,,,
1061,C-0007799,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,PA,West,Beagle,,Guppy,Parrotlet,132,12,1,,,,,,,,,,
1062,C-7032303,Cephalon Pet and Animal Emerging Clinic,DC,Northeast,,Sphynx,,,124,25,0,,,,,,,,,,
1063,C-4646107,STAT Rx USA Pet and Animal Emerging Clinic,NY,Northeast,,,,,121,21,0,,,,,,,,,,
1064,C-0009958,Colgate Oral Pharmaceuticals Pet and Animal Emerging Clinic,OK,Midwest,Yorkshire Terrier,Maine Coone,,,116,12,1,,,,,,,,,,
1065,C-2961266,B. Braun Medical Pet and Animal Emerging Clinic,FL,South,,,,,89,13,1,,,,,,,,,,
1066,C-5284095,Sandoz Pet and Animal Emerging Clinic,AZ,West,German Shepherd,American Bobtail,,,96,20,1,,,,,,,,,,
1067,C-4266841,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,German Shepherd,,,,171,20,1,,,,,,,,,,
1068,C-4563046,AAA Pharmaceutical Pet and Animal Emerging Clinic,IL,West,,American Shorthair,,,137,25,0,,,,,,,,,,
1069,C-3060634,Cargo Cosmetics Pet and Animal Emerging Clinic,CA,West,Boxer,Scottish Fold,,,154,18,1,,,,,,,,,,
1070,C-1765085,Sandoz Pet and Animal Emerging Clinic,FL,South,Labrador Retriever,Sphynx,,,106,14,1,,,,,,,,,,
1071,C-8640799,Bliss World Pet and Animal Emerging Clinic,OH,Northeast,German Shepherd,Siamese,,,175,25,0,,,,,,,,,,
1072,C-8522107,Apotex Pet and Animal Emerging Clinic,VA,West,Labrador Retriever,,Angelfish,Dove,109,19,1,,,,,,,,,,
1073,C-0258802,Amneal Pharmaceuticals of New York Pet and Animal Emerging Clinic,IN,West,Labrador Retriever,,,,194,12,1,,,,,,,,,,
1074,C-1184498,Reckitt Benckiser Pet and Animal Emerging Clinic,WV,South,German Shepherd,,,,106,24,0,,,,,,,,,,
1075,C-5679975,Kareway Product Pet and Animal Emerging Clinic,WI,South,,,,,74,27,1,,,,,,,,,,
1076,C-7407663,Mylan Pharmaceuticals Pet and Animal Emerging Clinic,TX,South,Boxer,,,,114,26,0,,,,,,,,,,
1077,C-3261951,ALK-Abello Pet and Animal Emerging Clinic,CA,West,,,,,124,19,1,,,,,,,,,,
1078,C-6963787,U.S. Pet and Animal Emerging Clinic,CA,West,Bulldog,,,,98,15,1,,,,,,,,,,
1079,C-2207742,Natural Health Pet and Animal Emerging Clinic,MA,South,,,,,96,9,1,,,,,,,,,,
1080,C-5248067,Physicians Total Care Pet and Animal Emerging Clinic,TX,South,Golden Retriever,Siamese,,,171,12,1,,,,,,,,,,
1081,C-4274952,Physicians Total Care Pet and Animal Emerging Clinic,MN,South,,,,,128,16,1,,,,,,,,,,
1082,C-2706989,Washington Homeopathic Pet and Animal Emerging Clinic,OH,Northeast,Labrador Retriever,,,,110,18,1,,,,,,,,,,
1083,C-8890710,Novartis Consumer Health Pet and Animal Emerging Clinic,TX,South,Yorkshire Terrier,,Guppy,Dove,112,22,0,,,,,,,,,,
1084,C-1180448,HOMEOLAB USA Pet and Animal Emerging Clinic,IA,West,,,,,136,25,0,,,,,,,,,,
1085,C-2606141,Genzyme Pet and Animal Emerging Clinic,OR,South,,,,,142,27,0,,,,,,,,,,
1086,C-8021177,Western Family Foods Pet and Animal Emerging Clinic,MN,South,Labrador Retriever,,,,56,25,1,,,,,,,,,,
1087,C-9661319,Procter & Gamble Manufacturing Pet and Animal Emerging Clinic,DC,Northeast,,,,,132,18,1,,,,,,,,,,
1088,C-1932107,Dolgencorp Pet and Animal Emerging Clinic,LA,South,,American Bobtail,,,135,21,0,,,,,,,,,,
1089,C-2858310,REMEDYREPACK Pet and Animal Emerging Clinic,CA,West,,,,,129,24,0,,,,,,,,,,
1090,C-4761042,Heckman Healthcare Service & Supplies Pet and Animal Emerging Clinic,CA,West,,,,,169,22,0,,,,,,,,,,
